0,59.45
1,59.4404384303675
2,59.4747552692358
3,59.4157077049311
4,59.4545594712023
5,59.4818730509257
6,59.4589302160432
7,59.5009470775915
8,59.4275112092039
9,59.4713002777056
10,59.5300195227068
11,59.506265105835
12,59.4476935158684
13,59.4426733663366
14,59.5349016975556
15,59.5441256789172
16,59.5629394109239
17,59.5231732234842
18,59.4982399903747
19,59.5074214182879
20,59.4894188781931
21,59.5092778197056
22,59.4258450063414
23,59.4879095306425
24,59.4825547232077
25,59.5292158979128
26,59.4407728881668
27,59.4660668062566
28,59.5310316272702
29,59.509694629619
30,59.4968080957218
31,59.5157726486819
32,59.5253283215169
33,59.5237432489046
34,59.5089293270753
35,59.525399729913
