0,0.400092507465469
1,0.39850362453493
2,0.397718694192858
3,0.396906180953488
4,0.396070427986107
5,0.395755529814819
6,0.395244908382629
7,0.394609478930097
8,0.39412338544499
9,0.394185421742565
10,0.394150884843262
11,0.393380715790938
12,0.393376074600382
13,0.393215549209251
14,0.392810959404401
15,0.392926550640703
16,0.392729793004878
17,0.392482341563718
18,0.392492307083793
19,0.392482905042268
20,0.392451292355857
21,0.392420692618137
22,0.392246831370742
23,0.392220484670244
24,0.392023465916605
25,0.391963428569758
26,0.3920411924422
27,0.391962352185972
28,0.391772713811802
29,0.391893366112707
30,0.391687182811701
31,0.391854926227649
32,0.391760812968636
33,0.391750820725979
34,0.391875521814113
35,0.391636817645973
