0,0.400440511740329
1,0.359006868644693
2,0.343303053762587
3,0.332441320000802
4,0.323585657060502
5,0.318346779052636
6,0.312870737327902
7,0.307262652899381
8,0.302692200917308
9,0.300973045290757
10,0.298978422648018
11,0.293625769185218
12,0.292035086321205
13,0.289797663092593
14,0.286477616005382
15,0.285701816296255
16,0.283496048924686
17,0.281098439409984
18,0.279969796549842
19,0.278786841839066
20,0.277531661505302
21,0.276311166962679
22,0.274435219326062
23,0.273285802039409
24,0.271345447127523
25,0.270077183409817
26,0.26948318179135
27,0.268159992652018
28,0.266324400804082
29,0.265980405197705
30,0.264093016444879
31,0.263998255897936
32,0.262667738893541
33,0.261748218105178
34,0.261479827705695
35,0.259490047922592
36,0.260025855710899
37,0.258103598982148
38,0.258411533809678
39,0.257028525988587
40,0.255824870903521
41,0.25526415640302
42,0.254763842864244
43,0.253868572219183
44,0.253342891024882
45,0.252357895782971
46,0.252459837740364
47,0.250811979316676
48,0.250713392149262
49,0.250147537519096
